Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,Sets,Reps,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,Workout_Type_Cardio,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Difficulty Level_Advanced,Difficulty Level_Beginner,Difficulty Level_Intermediate
52.19,0,52.58,1.67,169.07,123.68,52.18,1.51,1823.78,20.23578395136767,1.5,2.01,1.0,18.85,2.98,-0.0,281.21,112.48,75.87,1433.0,29.93,1460.2,134.45,177.25,5.0,17.94,18.85331134138908,2257.59,0.4982481318574231,2.1392164321034617,0.6116862007015144,0.7315313183888331,-390.78,41.94002479837088,0,1,0,0,0,0,1
31.95,0,59.32,1.66,183.48,160.06,64.06,0.5,330.0,24.636411032244,1.8,1.98,1.0,21.53,4.0,-0.03,283.03,113.28,75.54,1748.0,30.16,685.57,154.26,272.56,4.01,17.97,21.52707214399768,2265.1,0.4998101629067149,1.9096426163182736,0.8038854463238989,0.8723566601264443,1418.0,44.70568097567286,0,0,0,1,0,0,1
32.15,0,67.79,1.66,167.32,122.27,53.98,1.1,1056.0,22.556892992413964,2.31,4.01,2.0,24.6,2.02,0.03,248.34,99.63,66.2,1878.0,37.89,2399.06,207.65,393.55,3.0,10.13,24.60081289011468,1987.6800000000003,0.4997585124366094,1.4696857943649504,0.6025233809775895,0.730755438680373,822.0,52.49868224044258,1,0,0,0,0,1,0
22.04,1,88.44,1.62,173.82,161.95,68.93,1.89,2702.7,33.74988507526835,3.49,5.0,3.0,33.7,4.0,3.98,398.14,159.22,106.15,2560.0,25.32,261.12,275.59,428.84,4.99,24.0,33.69913122999542,3184.79,0.5000518087534814,1.8003165988240617,0.8868338259128611,0.931710965366471,-142.69999999999982,58.59160163943267,0,1,0,0,0,1,0
24.76,0,123.78,1.99,179.98,121.18,72.21,1.13,1120.73,35.0,2.62,3.0,1.02,31.26,2.99,0.99,228.96,91.8,61.26,3246.0,3.88,921.02,17.24,478.39,5.0,20.96,31.256786444786748,1834.38,0.4992640565204592,0.7416383906931653,0.4543936160341469,0.6732970330036672,2125.27,80.45700000000001,0,0,1,0,1,0,0
59.34,0,87.87,1.76,187.04,168.24,73.89,1.37,1808.4,28.229161248655284,2.99,3.01,2.0,28.37,4.0,-0.02,292.42,117.01,77.98,2378.0,20.57,1553.34,297.32,495.13,3.98,20.05,28.3671229338843,2339.54,0.4999615308992366,1.3316262660748834,0.8338488731771986,0.8994867408041062,569.5999999999999,63.0650360108066,0,1,0,0,0,1,0
44.24,1,71.98,1.66,176.31,152.45,55.06,1.4,924.84,29.220706946517662,2.53,2.03,1.01,26.12,2.99,3.01,366.91,146.95,97.73,1914.0,39.95,787.33,88.98,488.39,4.01,24.87,26.12135288140514,2935.01,0.500045996436128,2.0415393164767988,0.8032164948453607,0.8646701832000453,989.16,50.94693513989659,0,0,0,1,0,1,0
26.8,0,87.99,1.63,183.02,135.49,73.98,1.75,1820.0,35.0,3.5,5.0,3.0,33.12,3.99,4.01,408.97,162.59,109.09,2339.0,7.18,1539.32,100.79,108.65,4.01,22.94,33.11754300124205,3268.05,0.5005676167745292,1.8478236163200368,0.5641049156272927,0.7403016063818162,519.0,57.1935,1,0,0,0,0,0,1
48.07,0,114.82,1.86,174.87,140.72,56.0,1.36,1347.62,33.61883450024943,3.59,3.04,1.01,33.19,3.0,0.01,281.25,111.58,75.03,2881.0,35.57,1167.7,226.33,253.54,4.99,24.02,33.18880795467683,2246.59,0.500758927975287,0.971781919526215,0.7127113653571128,0.8047120718247841,1533.38,76.2188542268136,0,0,1,0,0,1,0
44.62,1,52.85,1.88,194.03,153.52,71.1,1.08,1423.22,18.124166524969343,2.9,4.02,1.98,14.95,3.01,2.98,333.89,132.91,88.84,1458.0,23.77,1920.18,120.15,97.19,5.0,15.11,14.953033046627434,2666.76,0.5008174713885014,2.514853358561968,0.6704628650451477,0.791217852909344,34.77999999999997,43.271377991553706,0,1,0,0,0,1,0
20.9,0,61.11,1.57,190.9,151.76,63.87,1.93,2258.1,25.932234020743213,2.72,4.01,3.0,24.79,2.99,0.01,244.35,99.13,66.03,1591.0,3.38,1934.8,220.28,192.63,5.0,24.05,24.792080814637508,1968.19,0.4965983975124353,1.6221567664866634,0.6918838069747303,0.794971189104243,-667.0999999999999,45.26281178992382,0,0,1,0,0,0,1
25.03,0,46.53,1.71,184.99,142.35,55.81,0.9,891.0,18.548112690029026,2.52,1.96,1.0,15.91,2.99,-0.02,318.3,126.8,85.0,1222.0,40.86,2379.74,259.29,107.42,5.0,18.11,15.912588488765776,2545.4,0.5001964327807025,2.7251235761874057,0.6699179439541724,0.769501054111033,331.0,37.899563165329496,0,0,1,0,0,0,1
55.5,0,75.01,1.67,187.85,167.25,50.88,1.37,1204.5,27.619195425681347,2.17,2.02,1.0,26.9,2.02,1.02,316.93,127.28,84.75,1934.0,44.98,153.89,146.0,378.07,2.99,12.14,26.89590878123992,2539.59,0.499182938978339,1.6968404212771628,0.8496021026502154,0.8903380356667554,729.5,54.29284151119643,1,0,0,0,1,0,0
24.75,0,88.1,1.95,182.14,130.66,68.05,1.41,1397.17,25.73413307554265,3.0,2.01,1.01,23.17,3.01,-0.02,281.28,113.16,75.02,2212.0,1.94,2157.14,124.12,372.16,3.02,19.94,23.1689677843524,2252.94,0.4994007829769102,1.2844494892167992,0.5487772810938734,0.7173602723179971,814.8299999999999,65.42822876044691,0,0,1,0,0,1,0
41.11,1,65.27,1.71,163.89,131.04,53.86,1.2,1151.04,25.683974473522245,2.82,3.0,1.99,22.32,2.0,0.01,167.1,65.93,43.95,1763.0,2.71,799.46,211.02,156.1,5.01,24.01,22.32139803700284,1327.67,0.503438354410358,1.010111843113222,0.7014450604380623,0.799560680944536,611.96,48.506069861132026,1,0,0,0,1,0,0
19.37,1,82.45,1.97,173.95,168.92,62.13,1.91,1989.46,23.09500282532437,3.5,5.0,3.02,21.25,2.99,-0.02,181.5,71.71,47.9,2255.0,30.12,77.4,215.01,240.05,4.01,24.09,21.24507201937695,1443.9399999999998,0.5027909746942394,0.8697392359005457,0.9550169915936326,0.9710836447254958,265.54,63.40817017052006,1,0,0,0,1,0,0
43.17,1,82.84,1.85,187.01,141.94,49.93,1.22,1172.18,26.095163265207937,3.11,4.02,2.01,24.2,2.99,0.01,156.94,62.39,41.05,2309.0,7.84,1440.28,123.38,385.06,5.03,23.92,24.2045288531775,1246.77,0.5035090674302397,0.753138580395944,0.6712138896994456,0.758996845088498,1136.82,61.22276675110175,1,0,0,0,0,0,1
22.21,1,109.71,1.92,171.96,143.94,55.27,1.17,1546.97,29.386579010868488,3.32,3.0,2.02,29.76,2.0,1.0,328.34,130.09,87.31,2930.0,39.81,1301.79,211.52,127.78,5.0,20.01,29.7607421875,2619.51,0.5013762115815553,1.18576246467961,0.7598765961093494,0.8370551290997906,1383.03,77.46998416717618,0,1,0,0,1,0,0
39.82,1,56.5,1.71,167.73,143.18,60.82,1.86,2176.2,20.363666106969333,2.7,5.0,3.0,19.32,1.98,0.01,191.26,76.97,50.91,1540.0,42.64,44.64,289.67,351.63,5.02,21.04,19.32218460380972,1531.11,0.4996636427167218,1.3623008849557523,0.7703675989149754,0.8536338162523104,-636.1999999999998,44.99452864956233,0,0,1,0,0,1,0
37.74,1,45.71,1.79,188.04,158.39,67.97,0.63,762.99,20.089692359347456,2.82,3.02,1.01,14.27,2.99,2.0,323.7,128.95,86.76,1255.0,18.25,1470.76,41.5,488.22,3.01,19.89,14.26609656377766,2591.44,0.4996449850276294,2.8210457230365344,0.7530607145831597,0.8423207828121676,492.01,36.52700162254228,0,1,0,0,0,1,0
18.0,1,113.84,1.98,192.25,127.86,60.12,1.03,1019.7,29.767124194798903,2.61,2.98,1.0,29.04,2.99,-0.04,234.39,94.4,62.7,3029.0,11.07,2442.49,115.98,153.09,4.0,16.02,29.037853280277524,1879.46,0.4988454130441722,0.8292340126493324,0.5126769091046697,0.6650715214564369,2009.3,79.95310581664093,0,0,1,0,1,0,0
54.14,1,70.99,1.57,198.33,163.06,65.05,1.15,1392.76,30.074199367012906,2.1,2.97,1.01,28.8,2.0,0.0,260.96,104.24,69.71,2116.0,33.97,743.54,158.47,283.64,5.01,15.09,28.800357012454864,2088.19,0.499877884675245,1.4683758275813494,0.7353691476590635,0.822165078404679,723.24,49.64032586935754,0,1,0,0,0,0,1
23.27,0,114.11,1.6,182.09,163.17,59.95,1.48,1597.07,35.0,2.7,3.99,1.99,44.57,3.0,-0.01,270.37,107.59,72.34,2897.0,38.09,937.67,27.73,212.54,4.01,24.03,44.57421874999999,2162.9,0.5000138702667715,0.9428621505564806,0.845095791714426,0.8960953374704815,1299.93,74.17150000000001,0,0,1,0,1,0,0
58.1,0,74.63,1.68,173.14,158.94,59.89,1.03,987.15,28.8144048787265,1.99,3.98,1.98,26.44,3.01,0.98,341.55,135.41,90.92,2004.0,9.87,438.02,287.25,168.37,4.99,19.97,26.442035147392293,2726.12,0.5011518201693249,1.814417794452633,0.8746136865342165,0.917985445304378,1016.85,53.125809639006405,1,0,0,0,0,1,0
21.82,1,72.64,1.62,183.1,122.86,58.94,1.37,1662.22,29.21645154166779,2.11,2.99,1.03,27.68,3.97,0.03,212.57,86.11,56.92,1835.0,18.62,1543.19,0.38,217.82,4.98,23.85,27.678707514098456,1707.0,0.4981136496777973,1.1854350220264318,0.514819587628866,0.670999453850355,172.77999999999997,51.41716960013252,0,1,0,0,1,0,0
50.97,1,58.73,1.65,198.03,152.71,53.02,1.22,1609.06,22.99201378301016,2.32,3.03,1.99,21.57,2.98,0.01,222.86,89.01,58.88,1450.0,11.57,871.61,134.56,383.81,3.99,15.1,21.57208448117539,1777.4,0.5015415775852369,1.5155797718372213,0.6874698296669195,0.7711457859920214,-159.05999999999997,45.226790305238126,0,1,0,0,0,1,0
51.8,0,85.94,1.74,181.74,144.8,56.34,1.83,2136.16,27.034189602286965,3.48,4.03,2.97,28.39,3.01,-0.02,254.75,101.68,67.82,2243.0,5.88,852.84,287.79,369.69,4.99,24.06,28.38551988373629,2036.1,0.5004665782623643,1.183151035606237,0.7054226475279107,0.7967425993177066,106.84000000000016,62.706817455794585,0,0,1,0,1,0,0
24.14,0,88.25,1.79,176.87,154.13,65.01,1.76,1830.4,29.766910402674185,3.49,4.02,3.0,27.54,2.99,-0.01,172.28,69.36,45.84,2360.0,0.46,292.11,187.4,124.82,4.0,24.0,27.54283574170594,1379.12,0.4996809559719242,0.7859490084985835,0.7967101734310744,0.871430994515746,529.5999999999999,61.98070156964003,1,0,0,0,0,1,0
25.9,1,72.75,1.67,163.0,120.9,50.01,1.38,1368.68,29.588528339974847,1.9,1.98,1.02,26.09,2.03,0.97,183.67,74.32,49.09,1858.0,34.21,338.94,242.53,395.57,5.02,14.94,26.085553444010184,1473.77,0.4985038370980546,1.0215807560137455,0.6274006549252147,0.741717791411043,489.32,51.224345632668296,0,0,1,0,1,0,0
58.93,1,122.14,1.89,178.13,153.09,50.87,0.66,436.0,30.09163982612139,3.09,2.98,1.01,34.19,1.98,0.0,177.22,70.44,47.21,3103.0,47.76,1961.12,225.24,363.87,5.0,20.93,34.19277175890932,1415.53,0.5007876908295833,0.576715244801048,0.8032374666038032,0.8594285072699714,2667.0,85.38607111637532,0,0,0,1,0,1,0
54.08,1,78.45,1.9,174.34,145.61,71.93,0.81,979.21,29.46201122013412,3.71,2.01,1.0,21.73,4.01,4.02,388.59,154.97,104.08,2033.0,37.63,1386.25,148.36,437.87,4.97,17.95,21.731301939058177,3110.96,0.4996399825134363,1.9753983428935624,0.7194609901376819,0.8352070666513709,1053.79,55.33705219780478,0,1,0,0,0,1,0
27.28,0,104.03,1.68,162.02,134.61,62.03,1.28,1378.94,34.95444551276264,3.51,3.0,1.97,36.86,3.99,1.98,304.21,121.84,80.96,2769.0,46.5,867.47,255.64,297.02,4.0,14.97,36.85870181405896,2432.84,0.5001726377402542,1.171200615207152,0.7258725872587259,0.8308233551413406,1390.06,67.66689033307303,0,0,1,0,0,0,1
32.24,1,62.35,1.63,190.14,160.96,57.98,1.68,1967.11,25.67081363808529,2.71,5.01,3.01,23.47,3.02,-0.01,219.01,86.88,58.64,1648.0,35.68,1452.35,160.29,316.61,4.01,19.06,23.46719861492717,1751.32,0.5002169791928374,1.3934242181234964,0.7792070217917677,0.8465341327442938,-319.1099999999999,46.344247696653824,0,0,1,0,0,0,1
43.03,0,83.14,1.95,180.63,159.39,69.91,1.9,2224.71,21.37268836501652,3.51,5.01,3.01,21.86,4.01,0.01,279.99,111.62,74.86,2389.0,40.71,2456.0,100.61,167.08,4.0,20.99,21.864562787639716,2240.1800000000003,0.4999419689489237,1.3425547269665623,0.808164739884393,0.8824115595416043,164.28999999999996,65.37074689332528,0,0,1,0,1,0,0
35.87,0,122.01,1.93,195.23,131.84,53.91,1.49,1431.59,32.08692893164715,3.41,2.99,2.01,32.76,2.99,-0.02,207.9,83.04,54.91,3255.0,35.09,334.31,133.72,160.16,4.01,22.89,32.75524175145642,1657.9499999999998,0.5015832805573148,0.680599950823703,0.5514435324087179,0.6753060492752139,1823.41,82.86073801049731,1,0,0,0,1,0,0
19.08,0,49.09,1.52,186.0,136.44,56.26,0.96,1162.66,25.842829563540217,1.59,1.97,1.01,21.25,3.02,0.0,178.76,70.78,46.84,1279.0,9.47,2042.75,169.09,241.26,4.0,14.95,21.247403047091417,1419.72,0.5036486067675315,1.441841515583622,0.6180052412517343,0.7335483870967742,116.33999999999992,36.40375496725811,0,1,0,0,0,0,1
58.94,1,76.19,1.77,167.17,127.85,52.99,1.47,1453.98,27.088127433153364,1.8,3.0,1.0,24.32,3.0,0.01,301.84,120.82,80.07,1966.0,10.95,1937.88,266.87,370.23,4.99,14.97,24.319320757125983,2411.2699999999995,0.500715390644764,1.5857724110775693,0.6556314590996671,0.7647903331937549,512.02,55.55155570868045,0,0,1,0,1,0,0
36.55,1,104.1,1.89,175.2,168.02,57.2,0.54,653.99,25.10733165864034,3.09,2.01,1.01,29.14,1.98,1.01,286.24,113.79,76.07,2728.0,27.78,423.79,0.38,205.8,5.0,18.06,29.14252120601327,2284.75,0.5011314148156254,1.093083573487032,0.9391525423728816,0.9590182648401828,2074.01,77.9632677433554,0,1,0,0,0,0,1
42.21,1,50.36,1.65,176.92,149.91,61.94,0.64,564.22,20.57161199202841,2.41,3.0,1.02,18.5,3.03,-0.01,207.0,82.68,55.48,1422.0,33.89,2214.11,61.53,109.07,4.0,21.0,18.497704315886136,1658.04,0.499384815806615,1.641779189833201,0.7650895807966603,0.8473321275152612,857.78,40.000136200814495,1,0,0,0,0,1,0
22.3,1,107.07,1.82,170.07,129.91,50.06,1.0,958.4,29.82400174434248,2.3,4.02,1.98,32.32,2.0,-0.01,205.4,82.4,54.28,2785.0,3.41,2341.01,8.0,409.83,4.01,15.99,32.32399468663205,1639.72,0.5010611567828653,0.7695899878584105,0.6653612198983418,0.7638619392015052,1826.6,75.1374413323325,1,0,0,0,0,0,1
29.02,0,56.09,1.61,177.07,127.7,50.73,1.41,1709.2,24.171426685083137,2.31,2.96,1.02,21.64,3.01,-0.04,273.42,107.19,72.26,1510.0,33.6,2184.29,32.13,119.75,4.01,22.13,21.638825662590172,2172.78,0.5033551487035043,1.911035835264753,0.6092290644293177,0.7211837126560118,-199.20000000000005,42.53224677233688,0,1,0,0,0,1,0
55.63,1,118.16,1.9,199.0,126.64,67.98,0.66,653.99,31.34476879599286,3.21,2.01,1.01,32.73,2.0,0.01,204.42,83.46,55.55,2865.0,42.51,1002.58,8.55,469.21,5.02,21.1,32.73130193905817,1651.47,0.4951225272030372,0.7063303994583615,0.4477179056632575,0.6363819095477387,2211.01,81.12302119065484,0,0,1,0,0,0,1
58.07,1,109.33,1.75,180.78,167.7,53.89,1.01,1222.1,31.37324100448057,2.71,2.0,1.0,35.7,3.02,3.98,402.28,160.34,107.07,3050.0,16.79,2221.53,217.87,318.67,5.0,21.1,35.69959183673469,3214.11,0.5006424795666607,1.4665691027165464,0.8969185909055086,0.9276468635911052,1827.9,75.02963560980139,0,1,0,0,0,0,1
21.51,1,71.7,1.77,197.03,158.04,56.12,1.5,1321.2,25.391514495707323,1.81,2.99,1.01,22.89,1.98,-0.01,243.68,97.94,65.25,1995.0,7.04,811.36,244.33,202.63,4.0,19.01,22.8861438284018,1953.73,0.4989021000854775,1.3659693165969315,0.723298559364133,0.8021113536009744,673.8,53.49428410657785,1,0,0,0,1,0,0
19.0,0,56.84,1.87,178.18,138.36,69.98,0.61,602.8,23.03608941418201,3.7,3.0,1.0,16.25,2.97,1.0,277.37,110.8,73.66,1595.0,41.51,1812.91,164.12,340.1,4.02,19.07,16.25439675140839,2215.62,0.5007537393596375,1.949331456720619,0.6319778188539742,0.7765181277359974,992.2,43.74628677697895,0,0,1,0,1,0,0
30.26,0,78.19,1.77,165.86,130.36,62.15,1.41,1354.73,26.23037335744436,2.59,4.0,2.01,24.96,3.99,0.01,283.85,113.49,76.19,2128.0,34.23,1229.44,249.66,358.35,5.02,15.13,24.95770691691404,2275.07,0.4990615673363897,1.45146438163448,0.6576993539677949,0.7859640660798264,773.27,57.68047107181425,1,0,0,0,0,1,0
20.08,0,72.83,1.73,198.95,159.6,67.9,1.28,1692.42,23.75824602357782,2.5,2.98,2.02,24.33,2.02,0.02,194.06,77.04,51.72,2108.0,46.57,1489.46,284.94,267.75,5.0,25.0,24.33425774332587,1549.88,0.5008387746148089,1.0578058492379514,0.6997329263639832,0.802211610957527,415.5799999999999,55.52686942102827,0,1,0,0,1,0,0
40.6,1,43.1,1.77,181.86,165.08,57.83,1.19,1048.15,16.305292635224614,1.59,2.99,1.01,13.76,2.0,0.01,276.19,110.89,74.06,1268.0,47.71,308.74,291.23,469.62,3.01,12.01,13.757221743432602,2214.86,0.4987945061990375,2.5728538283062643,0.864710150769975,0.9077312218189816,219.8499999999999,36.072418874218194,1,0,0,0,1,0,0
44.1,1,59.21,1.52,176.8,136.18,56.05,1.58,1850.02,27.60340749409037,2.69,5.02,3.01,25.63,2.01,4.02,398.87,159.31,106.09,1936.0,31.95,2255.7,135.43,185.87,5.0,20.1,25.627596952908583,3187.53,0.5005380341518354,2.69059280526938,0.6636024844720497,0.7702488687782806,85.98000000000002,42.86602242274909,0,0,1,0,1,0,0
56.05,0,40.07,1.8,196.01,164.77,71.88,1.23,884.86,16.395348328500233,2.1,4.01,1.99,12.37,4.0,0.01,221.62,88.57,58.56,1266.0,44.1,197.83,298.91,120.64,4.99,24.97,12.367283950617283,1767.8,0.5014594411132481,2.2103818317943595,0.7483283654233467,0.8406203765114025,381.14,33.50038392476996,0,0,0,1,0,0,1
50.01,0,51.34,1.98,171.45,126.06,52.09,0.91,600.6,15.95604046095912,2.41,2.0,1.0,13.1,2.01,0.01,176.1,69.3,46.94,1499.0,9.34,2369.02,198.54,104.71,4.01,19.84,13.095602489541884,1404.06,0.5016879620529038,1.3498246980911568,0.6197218498659518,0.7352580927384078,898.4,43.14816882734359,0,0,0,1,0,0,1
52.87,1,57.08,1.59,198.92,163.91,64.85,1.48,1421.98,22.225896593704253,2.0,3.03,2.01,22.58,2.99,-0.01,257.55,103.58,68.76,1687.0,25.43,1511.49,119.5,153.76,3.99,23.9,22.578220798227917,2063.36,0.499282723325062,1.814646110721794,0.7388677556500336,0.8239995978282727,265.02,44.39345822431361,1,0,0,0,1,0,0
51.96,0,105.12,1.62,188.84,141.09,61.03,1.35,1190.16,35.0,3.18,3.01,1.02,40.05,3.01,-0.03,267.3,107.84,71.73,2883.0,44.81,1132.46,185.67,452.06,5.01,22.05,40.05486968449931,2146.13,0.4981990839324738,1.025875190258752,0.6263985603630389,0.7471404363482314,1692.84,68.328,1,0,0,0,0,0,1
35.67,0,121.76,1.93,194.89,132.15,54.12,1.49,1426.82,27.12847008985033,3.4,3.03,1.97,32.69,2.97,0.04,207.78,82.31,54.72,3228.0,35.12,328.41,135.88,161.6,4.0,22.94,32.68812585572767,1652.84,0.5028435904261755,0.6760019710906702,0.5543084464019323,0.6780748114320899,1801.18,88.72837481859824,1,0,0,0,0,1,0
34.65,1,101.53,1.76,193.08,121.07,64.07,0.85,748.0,31.359412235641376,2.89,1.98,1.0,32.78,3.0,0.97,257.02,102.7,68.44,2773.0,37.86,1556.27,156.58,127.61,4.0,15.91,32.77698863636364,2054.84,0.5003211928909306,1.0115236875800255,0.4418262150220912,0.6270457841309302,2025.0,69.6907887571533,1,0,0,0,0,0,1
44.87,0,113.9,1.71,190.08,129.25,63.22,0.83,548.8,35.0,2.28,1.99,1.02,38.95,3.02,-0.0,210.82,84.41,56.12,3035.0,21.62,446.98,51.0,235.25,5.01,22.14,38.95215621900756,1686.0,0.5001660735468565,0.7410886742756804,0.5204950338956329,0.6799768518518519,2486.2,74.03500000000001,0,0,0,1,0,1,0
44.05,0,58.71,1.52,177.25,135.78,56.06,1.57,1226.48,28.117880473453617,2.69,4.97,3.02,25.41,1.99,3.99,398.04,159.45,106.77,1728.0,32.13,2273.01,135.06,183.14,4.98,19.84,25.411184210526315,3190.89,0.498970506661151,2.7158916709248846,0.657810050334186,0.7660366713681241,501.52,42.201992374035385,0,0,0,1,1,0,0
46.78,0,86.62,1.64,177.36,164.98,49.78,2.01,2349.89,31.412627002100105,3.51,4.01,2.99,32.21,2.0,0.0,231.95,92.63,61.77,2391.0,17.54,2435.0,221.47,228.55,4.99,15.18,32.20553242117788,1854.25,0.500364028582985,1.0693835141999537,0.9029628468411977,0.9301984663960304,41.11000000000013,59.4103824907809,0,0,1,0,1,0,0
23.09,0,107.57,1.93,167.18,138.91,54.99,1.16,1251.76,29.32586884149621,3.11,3.99,1.99,28.88,3.0,2.03,302.85,121.77,81.48,2831.0,38.7,920.7,24.56,403.53,4.98,15.93,28.878627614164134,2431.8,0.4981495188749075,1.132007065166868,0.7480167572867455,0.8309008254575906,1579.24,76.02416288720252,0,0,1,0,0,1,0
26.99,0,102.92,1.83,199.06,122.27,58.35,1.41,1013.51,32.25536457634156,3.49,2.99,1.98,30.73,3.0,0.0,161.67,64.25,43.03,2674.0,43.92,2384.34,229.08,499.07,5.0,17.18,30.732479321568277,1290.9499999999998,0.5009334211239785,0.6242712786630392,0.4542676426693198,0.614236913493419,1660.49,69.72277877802927,0,0,0,1,0,0,1
19.93,0,74.99,1.75,183.79,121.21,72.84,1.32,1266.14,24.170733474949664,3.31,3.02,1.99,24.49,3.01,0.0,313.58,124.76,83.23,2046.0,29.7,343.16,202.55,264.94,4.01,18.96,24.48653061224489,2502.43,0.5012407939482822,1.6636884917989068,0.43596214511041,0.6595026932912563,779.8599999999999,56.86436696713524,1,0,0,0,0,1,0
50.21,0,52.75,1.84,195.22,124.01,52.04,1.38,1486.67,17.333031187353516,3.11,4.0,1.97,15.58,3.01,-0.01,169.5,67.92,45.19,1588.0,41.37,2294.97,147.68,206.54,4.99,16.0,15.580694706994327,1356.39,0.4998562360383075,1.2875829383886257,0.5026540019555804,0.6352320458969368,101.32999999999991,43.60682604867102,0,0,1,0,0,0,1
30.93,0,63.18,1.64,183.87,125.34,50.97,1.54,1203.05,24.41413773930348,2.69,3.97,3.02,23.49,4.01,-0.01,267.3,105.99,70.45,1782.0,15.95,2405.31,232.86,468.63,3.98,25.04,23.49048185603808,2127.21,0.5026302057624776,1.677587844254511,0.5595936794582392,0.681677271985642,578.95,47.755147776308064,0,0,0,1,0,1,0
39.59,1,63.49,1.71,178.54,124.58,56.26,1.88,2202.98,23.04687120489248,2.72,4.02,3.02,21.71,2.01,0.04,164.75,66.31,44.87,1906.0,19.22,1387.17,65.75,352.16,4.0,22.96,21.712663725590783,1328.07,0.4962087841755329,1.0444164435344148,0.5587176970886489,0.6977708076621486,-296.98,48.85754147201376,0,0,1,0,0,1,0
32.91,1,54.33,1.66,191.0,128.86,72.06,1.25,1102.0,24.288013147981925,2.49,2.97,1.02,19.72,3.02,-0.01,245.76,98.01,66.1,1518.0,2.01,111.62,203.76,142.5,4.0,23.88,19.7162142546088,1969.98,0.4990101422349465,1.8039757040309223,0.4775517067428957,0.6746596858638744,416.0,41.13432245670142,1,0,0,0,1,0,0
28.33,0,52.29,1.61,167.88,163.61,70.06,1.31,1413.62,23.84075687432765,2.0,3.02,1.99,20.17,3.02,0.01,239.45,96.66,64.14,1462.0,0.83,1470.71,204.89,358.8,5.02,18.89,20.172832838239263,1921.7,0.498412863610345,1.848537005163511,0.9563483950112454,0.9745651655944724,48.38000000000011,39.82366823041407,0,0,1,0,1,0,0
39.81,1,106.66,1.65,161.95,162.17,74.04,1.31,1413.62,35.0,3.61,4.02,1.99,39.18,3.02,-0.04,245.63,98.07,65.44,2686.0,44.46,1412.31,176.57,347.32,5.01,17.08,39.17722681359045,1963.76,0.5003259054059559,0.91946371648228,1.0025025594357866,1.0013584439641865,1272.38,69.329,0,0,1,0,0,1,0
22.1,0,48.42,1.76,165.03,166.7,66.07,1.36,1798.19,19.05085228240788,2.22,3.99,2.02,15.63,3.01,-0.0,308.88,123.61,82.63,1328.0,44.0,237.85,108.62,296.95,4.0,21.03,15.631456611570249,2473.63,0.4994764778887707,2.552870714580751,1.0168755052546483,1.010119372235351,-470.19000000000005,39.19557732485811,0,1,0,0,1,0,0
49.95,1,96.36,1.72,187.8,125.47,61.89,1.47,1412.38,31.83004046971202,2.68,3.03,2.01,32.57,3.01,-0.02,301.72,120.97,80.42,2407.0,0.4,414.03,261.6,255.09,5.0,19.95,32.57166035694971,2414.54,0.4998384785507799,1.2553964300539644,0.5049638630768009,0.6681043663471778,994.62,65.68857300338549,1,0,0,0,0,0,1
27.16,1,102.82,1.83,199.29,123.12,57.94,1.41,1016.05,33.26841369042259,3.5,3.02,2.01,30.7,2.98,-0.0,160.96,64.51,43.65,2887.0,43.7,2402.91,228.45,499.02,5.01,17.11,30.702618770342493,1294.73,0.4972774246367968,0.6274071192375025,0.4611248673505483,0.6177931657383713,1870.95,68.61341704350748,0,0,0,1,0,1,0
56.21,1,48.24,1.87,165.11,156.01,51.18,0.67,661.49,16.658447127812874,3.3,2.99,1.0,13.8,2.99,0.05,219.58,87.66,58.78,1449.0,24.01,1448.08,250.7,394.17,4.02,20.13,13.7950756384226,1757.98,0.4996188807608733,1.8171641791044773,0.9201263933994556,0.944885228029798,787.51,40.20396510554308,0,0,1,0,1,0,0
18.21,1,68.03,1.8,173.85,153.25,49.96,1.1,1052.48,23.86730946629,3.3,3.99,1.96,21.0,3.0,-0.01,297.52,117.76,79.29,1674.0,47.0,186.66,63.74,186.61,5.02,18.09,20.99691358024691,2374.73,0.5011432878685156,1.7310010289578128,0.8337234643635484,0.8815070463042853,621.52,51.79306937008292,1,0,0,0,1,0,0
52.32,0,70.4,1.72,193.96,142.6,65.94,1.32,1423.22,27.8900336304952,2.61,2.98,1.98,23.8,3.0,0.03,230.7,92.43,61.19,1828.0,19.44,335.58,239.56,154.29,4.99,19.01,23.796646836127643,1843.23,0.5006428931820771,1.3129261363636364,0.5988126855178878,0.7352031346669415,404.78,50.76541632413138,0,0,1,0,0,1,0
52.97,1,44.1,1.79,164.25,159.89,72.31,1.33,1435.2,16.071688783641704,2.11,3.0,1.99,13.76,2.98,0.02,226.87,89.9,60.25,1286.0,37.29,1311.46,186.26,295.43,4.99,22.98,13.763615367809994,1809.33,0.5015558245317328,2.0385487528344672,0.9525777681096366,0.973455098934551,-149.20000000000005,37.01238524641401,0,0,1,0,0,0,1
